pos	pool1	pool2
20110	0	320
20120	0	320
20130	0	320
20140	0	320
20150	0	320
20160	0	320
20170	0	320
20180	0	320
20190	0	320
20200	0	320
20210	0	320
20220	0	320
20230	0	320
20240	0	320
20250	0	320
20260	0	320
20270	0	320
20280	0	320
20290	0	320
20300	0	320
20310	0	320
20320	0	320
20330	0	320
20340	0	320
20350	0	320
20360	0	320
20370	0	320
20380	0	320
20390	0	320
20400	0	320
20410	0	320
20420	0	320
20430	0	320
20440	0	320
20450	0	320
20460	0	320
20470	0	320
20480	0	320
20490	0	320
20500	0	320
20510	0	320
20520	0	320
20530	0	320
20540	0	320
20550	0	320
20560	0	320
20570	0	320
20580	0	320
20590	0	320
20600	0	320
20610	0	320
20620	0	320
20630	0	320
20640	0	320
20650	0	320
20660	0	320
20670	0	320
20680	0	320
20690	0	320
20700	0	320
20710	0	320
20720	0	320
20730	0	320
20740	0	320
20750	0	320
20760	0	320
20770	0	320
20780	0	320
20790	0	320
20800	0	320
20810	0	320
20820	0	320
20830	0	320
20840	0	320
20850	0	320
20860	0	320
20870	0	320
20880	0	320
20890	0	320
20900	0	320
20910	0	320
20920	0	320
20930	0	320
20940	0	320
20950	0	320
20960	0	320
20970	0	319
20980	0	319
20990	0	319
21000	0	319
21010	0	319
21020	0	319
21030	0	319
21040	0	319
21050	0	319
21060	0	319
21070	0	319
21080	0	319
21090	0	319
21100	0	319
21110	0	319
21120	0	319
21130	0	319
21140	0	319
21150	0	319
21160	0	319
21170	0	319
21180	0	319
21190	0	319
21200	0	319
21210	0	319
21220	0	319
21230	0	319
21240	0	319
21250	0	319
21260	0	319
21270	0	319
21280	0	319
21290	0	319
21300	0	319
21310	0	319
21320	0	319
21330	0	319
21340	0	319
21350	0	319
21360	0	319
21370	0	319
21380	0	319
21390	383	318
21400	385	317
21410	385	316
21420	385	312
21430	385	0
21440	385	0
21450	385	0
21460	385	0
21470	385	0
21480	385	0
21490	385	0
21500	385	0
21510	385	0
21520	385	0
21530	385	0
21540	385	0
21550	385	0
21560	385	0
21570	386	0
21580	386	0
21590	386	0
21600	386	0
21610	386	0
21620	386	0
21630	386	0
21640	386	0
21650	386	0
21660	386	0
21670	386	0
21680	386	0
21690	386	0
21700	386	0
21710	386	0
21720	386	0
21730	386	0
21740	386	0
21750	386	0
21760	386	0
21770	386	0
21780	386	0
21790	386	0
21800	386	0
21810	386	0
21820	386	0
21830	386	0
21840	386	0
21850	386	0
21860	386	0
21870	386	0
21880	386	0
21890	386	0
21900	386	0
21910	386	0
21920	386	0
21930	386	0
21940	386	0
21950	386	0
21960	386	0
21970	386	0
21980	386	0
21990	386	0
22000	386	0
22010	386	0
22020	386	0
22030	386	0
22040	386	0
22050	386	0
22060	386	0
22070	386	0
22080	386	0
22090	386	0
22100	386	0
22110	386	0
22120	386	0
22130	386	0
22140	386	0
22150	386	0
22160	386	0
22170	386	0
22180	386	0
22190	386	0
22200	386	0
22210	386	0
22220	386	0
22230	386	0
22240	386	0
22250	386	0
22260	386	0
22270	386	0
22280	386	0
22290	386	0
22300	386	0
22310	386	0
22320	386	0
22330	386	0
22340	386	0
22350	386	0
22360	386	0
22370	386	0
22380	386	0
22390	386	0
22400	386	0
22410	386	0
22420	386	0
22430	386	0
22440	386	0
22450	386	0
22460	386	0
22470	386	0
22480	386	0
22490	386	0
22500	386	0
22510	386	0
22520	386	0
22530	386	0
22540	386	0
22550	386	0
22560	386	0
22570	386	0
22580	386	0
22590	386	0
22600	386	0
22610	386	0
22620	386	0
22630	386	0
22640	386	0
22650	386	0
22660	385	0
22670	385	0
22680	385	0
22690	385	0
22700	385	0
22710	385	0
22720	385	0
22730	385	0
22740	385	0
22750	385	0
22760	385	0
22770	385	0
22780	385	0
22790	385	0
22800	385	0
22810	385	0
22820	385	0
22830	385	0
22840	385	0
22850	385	0
22860	385	0
22870	385	0
22880	385	0
22890	385	0
22900	385	0
22910	385	0
22920	385	0
22930	385	0
22940	385	0
22950	385	0
22960	385	0
22970	385	0
22980	385	0
22990	385	0
23000	385	0
23010	385	0
23020	385	0
23030	385	0
23040	385	0
23050	385	0
23060	385	0
23070	385	0
23080	385	0
23090	385	0
23100	385	0
23110	385	0
23120	385	0
23130	385	0
23140	385	0
23150	385	356
23160	385	359
23170	385	362
23180	385	362
23190	385	362
23200	385	362
23210	385	362
23220	385	362
23230	385	362
23240	385	362
23250	385	362
23260	385	362
23270	385	362
23280	385	362
23290	385	362
23300	385	362
23310	385	362
23320	385	362
23330	385	362
23340	385	362
23350	385	362
23360	385	362
23370	385	362
23380	385	362
23390	385	362
23400	385	362
23410	385	362
23420	385	362
23430	385	362
23440	385	362
23450	385	362
23460	385	362
23470	385	362
23480	385	363
23490	385	363
23500	385	363
23510	385	363
23520	385	363
23530	385	363
23540	385	363
23550	385	363
23560	385	363
23570	384	363
23580	384	363
23590	384	363
23600	384	363
23610	384	363
23620	384	363
23630	384	363
23640	384	363
23650	384	363
23660	384	363
23670	384	363
23680	384	363
23690	384	363
23700	384	363
23710	383	363
23720	383	363
23730	383	363
23740	383	363
23750	383	363
23760	383	363
23770	383	363
23780	383	363
23790	383	363
23800	382	363
23810	380	363
23820	379	363
23830	0	363
23840	0	363
23850	0	363
23860	0	363
23870	0	363
23880	0	363
23890	0	363
23900	0	363
23910	0	363
23920	0	363
23930	0	363
23940	0	363
23950	0	363
23960	0	363
23970	0	363
23980	0	363
23990	0	363
24000	0	363
24010	0	363
24020	0	363
24030	0	363
24040	0	363
24050	0	363
24060	0	363
24070	0	363
24080	0	363
24090	0	363
24100	0	363
24110	0	363
24120	0	363
24130	0	363
24140	0	363
24150	0	363
24160	0	363
24170	0	363
24180	0	363
24190	0	363
24200	0	363
24210	0	363
24220	0	363
24230	0	363
24240	0	363
24250	0	363
24260	0	363
24270	0	363
24280	0	363
24290	0	363
24300	0	363
24310	0	363
24320	0	363
24330	0	363
24340	0	363
24350	0	363
24360	0	363
24370	0	363
24380	0	363
24390	0	363
24400	0	363
24410	0	363
24420	0	363
24430	0	363
24440	0	363
24450	0	363
24460	0	363
24470	0	363
24480	0	363
24490	0	363
24500	0	363
24510	0	363
24520	0	363
24530	0	363
24540	0	363
24550	0	363
24560	0	363
24570	0	363
24580	0	363
24590	0	363
24600	0	363
24610	0	363
24620	0	363
24630	0	363
24640	0	363
24650	0	363
24660	0	363
24670	0	363
24680	0	363
24690	0	363
24700	0	363
24710	0	363
24720	0	363
24730	0	363
24740	0	363
24750	0	363
24760	0	363
24770	0	363
24780	0	363
24790	0	363
24800	0	363
24810	0	363
24820	0	363
24830	0	363
24840	0	363
24850	0	363
24860	0	363
24870	0	363
24880	0	363
24890	0	363
24900	0	363
24910	0	363
24920	0	363
24930	0	363
24940	0	363
24950	0	363
24960	0	363
24970	0	363
24980	0	363
24990	0	363
25000	0	363
25010	0	363
25020	0	363
25030	0	363
25040	0	363
25050	0	363
25060	0	363
25070	0	363
25080	0	363
25090	0	363
25100	0	363
25110	0	363
25120	0	363
25130	0	363
25140	0	363
25150	0	363
25160	0	363
25170	0	363
25180	0	363
25190	0	363
25200	0	363
25210	0	363
25220	0	363
25230	0	363
25240	0	363
25250	0	363
25260	0	363
25270	0	363
25280	0	363
25290	0	363
25300	0	363
25310	0	363
25320	0	363
25330	0	363
25340	0	363
25350	0	363
25360	0	363
25370	0	363
25380	0	363
25390	0	363
25400	0	363
25410	0	363
25420	0	363
25430	0	363
25440	0	363
25450	0	363
25460	0	363
25470	0	363
25480	0	363
25490	0	363
25500	0	363
25510	0	363
25520	0	363
25530	0	363
25540	0	363
25550	0	363
25560	0	363
25570	0	363
25580	0	363
25590	0	363
25600	0	363
25610	0	363
25620	0	363
25630	295	363
25640	298	362
25650	300	0
25660	301	0
25670	302	0
25680	302	0
25690	302	0
25700	302	0
25710	302	0
25720	302	0
25730	302	0
25740	302	0
25750	302	0
25760	302	0
25770	302	0
25780	302	0
25790	302	0
25800	302	0
25810	302	0
25820	302	0
25830	302	0
25840	302	0
25850	302	0
25860	302	0
25870	302	0
25880	302	0
25890	302	0
25900	302	0
25910	302	0
25920	302	0
25930	302	0
25940	302	0
25950	302	0
25960	302	0
25970	302	0
25980	302	0
25990	302	0
26000	302	0
26010	302	0
26020	302	0
26030	302	0
26040	302	0
26050	302	0
26060	302	0
26070	302	0
26080	302	0
26090	302	0
26100	302	0
26110	302	0
26120	302	0
26130	302	0
26140	302	0
26150	302	0
26160	302	0
26170	302	0
26180	302	0
26190	302	0
26200	302	0
26210	302	0
26220	302	0
26230	302	0
26240	302	0
26250	302	0
26260	302	0
26270	302	0
26280	302	0
26290	302	0
26300	302	0
26310	302	0
26320	302	0
26330	302	0
26340	302	0
26350	302	0
26360	302	0
26370	302	0
26380	302	0
26390	302	0
26400	302	0
26410	302	0
26420	302	0
26430	302	0
26440	302	0
26450	302	0
26460	302	0
26470	302	0
26480	302	0
26490	302	0
26500	302	0
26510	302	0
26520	302	0
26530	302	0
26540	302	0
26550	302	0
26560	302	0
26570	302	0
26580	302	0
26590	302	0
26600	302	0
26610	302	0
26620	302	0
26630	302	0
26640	302	0
26650	302	0
26660	302	0
26670	302	0
26680	302	0
26690	302	0
26700	302	0
26710	302	0
26720	302	0
26730	302	0
26740	302	0
26750	302	0
26760	302	0
26770	302	0
26780	302	0
26790	302	0
26800	302	0
26810	302	0
26820	302	0
26830	302	0
26840	302	0
26850	302	0
26860	302	0
26870	302	0
26880	302	0
26890	302	0
26900	302	0
26910	302	0
26920	302	0
26930	302	0
26940	302	0
26950	302	0
26960	302	0
26970	302	0
26980	302	0
26990	302	0
27000	302	0
27010	302	0
27020	302	0
27030	302	0
27040	302	0
27050	302	0
27060	302	0
27070	302	0
27080	302	0
27090	302	0
27100	302	0
27110	302	0
27120	302	0
27130	302	0
27140	302	0
27150	302	0
27160	302	0
27170	302	0
27180	302	0
27190	302	0
27200	302	0
27210	302	0
27220	302	0
27230	302	0
27240	302	0
27250	302	0
27260	302	0
27270	302	0
27280	302	0
27290	302	0
27300	302	0
27310	302	0
27320	302	0
27330	302	0
27340	302	0
27350	302	0
27360	302	0
27370	302	0
27380	302	0
27390	302	0
27400	302	0
27410	302	0
27420	302	0
27430	302	0
27440	302	0
27450	302	0
27460	302	0
27470	302	0
27480	302	164
27490	302	164
27500	302	167
27510	302	168
27520	302	168
27530	302	169
27540	302	169
27550	302	169
27560	302	169
27570	302	169
27580	302	169
27590	302	169
27600	302	169
27610	302	169
27620	302	169
27630	302	169
27640	302	169
27650	302	169
27660	302	169
27670	302	169
27680	302	169
27690	302	169
27700	302	169
27710	302	169
27720	302	169
27730	302	169
27740	302	169
27750	302	169
27760	302	169
27770	302	169
27780	302	169
27790	302	169
27800	302	169
27810	302	169
27820	302	169
27830	302	169
27840	302	169
27850	302	169
27860	302	169
27870	302	169
27880	301	169
27890	301	169
27900	301	169
27910	301	169
27920	301	169
27930	301	169
27940	301	169
27950	301	169
27960	301	169
27970	301	169
27980	301	169
27990	301	169
28000	301	169
28010	301	169
28020	301	169
28030	301	169
28040	300	169
28050	300	169
28060	300	169
28070	300	169
28080	300	169
28090	300	169
28100	300	169
28110	300	169
28120	300	169
28130	300	169
28140	300	169
28150	0	169
28160	0	169
28170	0	169
28180	0	169
28190	0	169
28200	0	169
28210	0	169
28220	0	169
28230	0	169
28240	0	169
28250	0	169
28260	0	169
28270	0	169
28280	0	169
28290	0	169
28300	0	169
28310	0	169
28320	0	169
28330	0	169
28340	0	169
28350	0	169
28360	0	169
28370	0	169
28380	0	169
28390	0	169
28400	0	169
28410	0	169
28420	0	169
28430	0	169
28440	0	169
28450	0	169
28460	0	169
28470	0	169
28480	0	169
28490	0	169
28500	0	169
28510	0	169
28520	0	169
28530	0	169
28540	0	169
28550	0	169
28560	0	169
28570	0	169
28580	0	169
28590	0	169
28600	0	169
28610	0	169
28620	0	169
28630	0	169
28640	0	169
28650	0	169
28660	0	169
28670	0	169
28680	0	169
28690	0	169
28700	0	169
28710	0	169
28720	0	169
28730	0	169
28740	0	169
28750	0	169
28760	0	169
28770	0	169
28780	0	169
28790	0	169
28800	0	169
28810	0	169
28820	0	169
28830	0	169
28840	0	169
28850	0	169
28860	0	169
28870	0	169
28880	0	169
28890	0	169
28900	0	169
28910	0	169
28920	0	169
28930	0	169
28940	0	169
28950	0	169
28960	0	169
28970	0	169
28980	0	169
28990	0	169
29000	0	169
29010	0	169
29020	0	169
29030	0	169
29040	0	169
29050	0	169
29060	0	169
29070	0	169
29080	0	169
29090	0	169
29100	0	169
29110	0	169
29120	0	169
29130	0	169
29140	0	169
29150	0	169
29160	0	169
29170	0	169
29180	0	169
29190	0	169
29200	0	169
29210	0	169
29220	0	169
29230	0	169
29240	0	169
29250	0	169
29260	0	169
29270	0	169
29280	0	169
29290	0	169
29300	0	169
29310	0	169
29320	0	169
29330	0	168
29340	0	168
29350	0	168
29360	0	168
29370	0	168
29380	0	168
29390	0	168
29400	0	168
29410	0	168
29420	0	168
29430	0	168
29440	0	168
29450	0	168
29460	0	168
29470	0	168
29480	0	168
29490	0	168
29500	0	168
29510	0	168
29520	0	168
29530	0	168
29540	0	168
29550	0	168
29560	0	168
29570	0	168
29580	0	168
29590	0	168
29600	0	168
29610	0	168
29620	0	168
29630	0	168
29640	0	168
29650	0	168
29660	0	168
29670	0	168
29680	0	168
29690	0	168
29700	0	168
29710	0	168
29720	0	168
29730	0	168
29740	0	168
29750	0	168
29760	0	168
29770	0	168
29780	0	167
29790	0	167
29800	0	167
29810	0	167
29820	0	167
29830	0	165
29840	0	0
29850	0	0
29860	0	0
29870	0	0
29880	0	0
29890	0	0
29900	0	0
